channel_id,day,advertiser_id,impressions,verified_visits,verified_visit_conversions,verified_visit_total_order_value,total_spend,name
1,2017-07-09,10873,51222,100,14,2047.28,271.623,"Desktop Retargeting"
1,2017-07-09,10894,47684,32,0,0,165.431,"Desktop Retargeting"
1,2017-07-09,10895,3922,23,0,0,15.3655,"Desktop Retargeting"
1,2017-07-09,10942,138031,242,7,0,803.236,"Desktop Retargeting"
6,2017-07-09,10942,12858,16,0,0,69.9473,"Mobile Web Retargeting"
1,2017-07-09,10951,5935,12,1,49.95,39.2102,"Desktop Retargeting"
1,2017-07-09,10970,905,9,0,0,3.62,"Desktop Retargeting"
6,2017-07-09,10970,1639,1,0,0,10.6535,"Mobile Web Retargeting"
1,2017-07-09,10972,1442,4,0,0,5.768,"Desktop Retargeting"
1,2017-07-09,10976,2,0,0,0,0.0038,"Desktop Retargeting"
6,2017-07-09,10976,2,0,0,0,0.0038,"Mobile Web Retargeting"
1,2017-07-09,11101,57416,179,6,415.55,373.204,"Desktop Retargeting"
6,2017-07-09,11101,4273,12,0,0,27.7745,"Mobile Web Retargeting"
1,2017-07-09,11117,9060,15,16,2793.76,26.946,"Desktop Retargeting"
1,2017-07-09,11152,1617838,943,252,22809.91,10515.947,"Desktop Retargeting"
3,2017-07-09,11152,1821756,970,2,135.88,11086.895,"Desktop Prospecting"
6,2017-07-09,11152,899788,992,191,13881.97,5848.622,"Mobile Web Retargeting"
6,2017-07-09,13270,6427,20,1,79.99,29.682,"Mobile Web Retargeting"
1,2017-07-09,13312,16211,9,1,109.96,113.477,"Desktop Retargeting"
6,2017-07-09,13312,13524,11,0,0,67.62,"Mobile Web Retargeting"
1,2017-07-09,13427,7007,3,0,0,26.0395,"Desktop Retargeting"
6,2017-07-09,13427,11302,12,0,0,44.782,"Mobile Web Retargeting"
1,2017-07-09,13460,71466,130,0,0,357.33,"Desktop Retargeting"
1,2017-07-09,13465,22151,15,0,0,100.968,"Desktop Retargeting"
1,2017-07-09,13477,6349,13,0,0,29.182,"Desktop Retargeting"
1,2017-07-09,13478,6099,32,0,0,36.594,"Desktop Retargeting"
6,2017-07-09,13478,8330,28,0,0,49.98,"Mobile Web Retargeting"
1,2017-07-09,13480,51,0,0,0,0.051,"Desktop Retargeting"
1,2017-07-09,13481,64338,60,0,0,64.338,"Desktop Retargeting"
1,2017-07-09,13482,39486,66,0,0,217.173,"Desktop Retargeting"
1,2017-07-09,13483,38704,134,0,0,38.704,"Desktop Retargeting"
1,2017-07-09,13484,23313,36,0,0,23.313,"Desktop Retargeting"
1,2017-07-09,13529,24,1,0,0,0.118,"Desktop Retargeting"
6,2017-07-09,13529,34,0,0,0,0.1605,"Mobile Web Retargeting"
1,2017-07-09,13768,53796,31,0,0,188.286,"Desktop Retargeting"
6,2017-07-09,13768,48220,43,0,0,168.77,"Mobile Web Retargeting"
1,2017-07-09,13774,138706,156,1,10.69,832.236,"Desktop Retargeting"
1,2017-07-09,20320,3059,18,3,660,30.59,"Desktop Retargeting"
6,2017-07-09,20320,1198,6,0,0,11.98,"Mobile Web Retargeting"
1,2017-07-09,20336,16150,30,2,135.02,193.8,"Desktop Retargeting"
1,2017-07-09,20337,26315,24,1,135.04,210.52,"Desktop Retargeting"
3,2017-07-09,20337,34681,12,0,0,277.448,"Desktop Prospecting"
1,2017-07-09,20365,54045,38,2,82,303.6489,"Desktop Retargeting"
1,2017-07-09,20379,8040,10,0,0,64.32,"Desktop Retargeting"
6,2017-07-09,20379,6375,15,0,0,46.544,"Mobile Web Retargeting"
1,2017-07-09,20402,628,3,0,0,1.6315,"Desktop Retargeting"
1,2017-07-09,20403,9557,4,0,0,76.456,"Desktop Retargeting"
1,2017-07-09,20427,8715,5,1,92,56.6475,"Desktop Retargeting"
6,2017-07-09,20427,2065,1,0,0,20.65,"Mobile Web Retargeting"
1,2017-07-09,20453,15102,16,1,299.9,111.2901,"Desktop Retargeting"
6,2017-07-09,20453,4542,7,0,0,35.8807,"Mobile Web Retargeting"
1,2017-07-09,20454,13680,26,1,23,70.7337,"Desktop Retargeting"
6,2017-07-09,20454,4150,5,0,0,20.4467,"Mobile Web Retargeting"
1,2017-07-09,20460,13369,9,0,0,135.9577,"Desktop Retargeting"
5,2017-07-09,12123,51670,34,0,0,48.9765,"Facebook Retargeting"
5,2017-07-09,12124,18250,7,0,0,39.4471,"Facebook Retargeting"
5,2017-07-09,12187,95539,696,94,6767.35,84.8588,"Facebook Retargeting"
5,2017-07-09,12274,65057,207,0,0,114.1765,"Facebook Retargeting"
5,2017-07-09,11206,70465,377,34,4396.34,165.0704,"Facebook Retargeting"
7,2017-07-09,11206,56021,46,6,505.12,175.447,"Facebook Prospecting"
5,2017-07-09,11391,50981,30,1,0,34.8589,"Facebook Retargeting"
5,2017-07-09,11404,10184,12,0,0,20.5884,"Facebook Retargeting"
1,2017-07-09,12339,40085,73,8,1444.58,240.51,"Desktop Retargeting"
6,2017-07-09,12339,9070,26,1,195,51.362,"Mobile Web Retargeting"
1,2017-07-09,12346,172673,340,70,7575.33,984.648,"Desktop Retargeting"
1,2017-07-09,12347,11680,3,0,0,81.76,"Desktop Retargeting"
3,2017-07-09,12347,26002,10,0,0,182.014,"Desktop Prospecting"
6,2017-07-09,12347,10082,10,0,0,70.574,"Mobile Web Retargeting"
1,2017-07-09,12367,40041,18,2,1878.75,167.573,"Desktop Retargeting"
1,2017-07-09,12369,37283,36,0,0,153.004,"Desktop Retargeting"
1,2017-07-09,12372,36866,22,8,2290.7,110.598,"Desktop Retargeting"
6,2017-07-09,12372,8465,3,0,0,25.395,"Mobile Web Retargeting"
1,2017-07-09,12373,160186,26,2,209.9,480.558,"Desktop Retargeting"
6,2017-07-09,12373,19499,21,0,0,68.2465,"Mobile Web Retargeting"
1,2017-07-09,12374,27273,19,3,157.75,86.8491,"Desktop Retargeting"
6,2017-07-09,12374,5726,9,0,0,11.452,"Mobile Web Retargeting"
1,2017-07-09,12378,24487,17,1,2605,51.627,"Desktop Retargeting"
1,2017-07-09,12385,13942,16,0,0,54.858,"Desktop Retargeting"
1,2017-07-09,12389,42463,20,1,700,297.241,"Desktop Retargeting"
1,2017-07-09,12390,2592,8,0,0,5.313,"Desktop Retargeting"
6,2017-07-09,12390,38,0,0,0,0.114,"Mobile Web Retargeting"
1,2017-07-09,12739,2,0,0,0,0.01,"Desktop Retargeting"
6,2017-07-09,12739,1,0,0,0,0.005,"Mobile Web Retargeting"
1,2017-07-09,12765,12494,32,2,236,74.964,"Desktop Retargeting"
1,2017-07-09,12771,13916,29,0,0,87.4119,"Desktop Retargeting"
1,2017-07-09,12776,93708,226,16,752.8,591.5772,"Desktop Retargeting"
1,2017-07-09,12777,63693,58,6,204.93,232.434,"Desktop Retargeting"
1,2017-07-09,12802,3893,7,1,9.99,24.636,"Desktop Retargeting"
6,2017-07-09,12802,1522,1,0,0,9.262,"Mobile Web Retargeting"
1,2017-07-09,12811,22039,27,0,0,86.64,"Desktop Retargeting"
6,2017-07-09,12811,8280,7,2,1981.1,34.372,"Mobile Web Retargeting"
1,2017-07-09,12812,32444,14,0,0,160.7775,"Desktop Retargeting"
6,2017-07-09,12812,23639,34,1,62,82.7365,"Mobile Web Retargeting"
1,2017-07-09,12829,17705,43,3,984.8,66.65,"Desktop Retargeting"
1,2017-07-09,12874,11130,22,3,256.84,64.653,"Desktop Retargeting"
6,2017-07-09,12874,1604,7,0,0,11.228,"Mobile Web Retargeting"
1,2017-07-09,12891,3711,18,9,697.78,24.726,"Desktop Retargeting"
1,2017-07-09,12898,4181,21,1,77.91,19.658,"Desktop Retargeting"
1,2017-07-09,12900,54646,47,14,7020.85,226.975,"Desktop Retargeting"
6,2017-07-09,12900,23541,42,3,1478.48,102.324,"Mobile Web Retargeting"
5,2017-07-09,19548,9485,25,0,0,22.0069,"Facebook Retargeting"
5,2017-07-09,19549,158004,107,0,0,58.8353,"Facebook Retargeting"
5,2017-07-09,19550,23885,85,5,377.86,58.6768,"Facebook Retargeting"
5,2017-07-09,19558,5745,3,0,0,22.0707,"Facebook Retargeting"
5,2017-07-09,19571,23049,26,2,55.83,62.247,"Facebook Retargeting"
5,2017-07-09,19640,28910,497,18,2861.68,53.0387,"Facebook Retargeting"
1,2017-07-09,11175,13211,29,7,472.19,46.425,"Desktop Retargeting"
6,2017-07-09,11175,17372,14,0,0,62.32,"Mobile Web Retargeting"
1,2017-07-09,11195,124339,26,0,0,621.695,"Desktop Retargeting"
1,2017-07-09,11206,75236,61,14,2441.81,244.5314,"Desktop Retargeting"
6,2017-07-09,11206,109253,110,10,1479.84,361.4697,"Mobile Web Retargeting"
1,2017-07-09,11219,21659,22,0,0,123.778,"Desktop Retargeting"
1,2017-07-09,11222,3294,7,0,0,13.176,"Desktop Retargeting"
6,2017-07-09,11222,85,1,0,0,0.34,"Mobile Web Retargeting"
1,2017-07-09,11229,40766,102,14,0,224.2891,"Desktop Retargeting"
1,2017-07-09,11270,61,0,0,0,0.0788,"Desktop Retargeting"
3,2017-07-09,11270,3683,16,0,0,11.3392,"Desktop Prospecting"
6,2017-07-09,11270,27,0,0,0,0.0347,"Mobile Web Retargeting"
1,2017-07-09,11316,9399,16,0,0,37.596,"Desktop Retargeting"
1,2017-07-09,11321,34183,27,3,27.95,184.6704,"Desktop Retargeting"
1,2017-07-09,11330,15825,12,0,0,63.4605,"Desktop Retargeting"
1,2017-07-09,11337,21073,13,0,0,86.385,"Desktop Retargeting"
1,2017-07-09,11365,25040,16,0,0,95.7715,"Desktop Retargeting"
6,2017-07-09,11365,682,0,0,0,4.092,"Mobile Web Retargeting"
1,2017-07-09,11373,11629,39,0,0,50.8139,"Desktop Retargeting"
1,2017-07-09,11387,7470,25,1,129.99,32.724,"Desktop Retargeting"
1,2017-07-09,11391,106355,77,3,0,319.065,"Desktop Retargeting"
1,2017-07-09,19543,14701,50,0,0,117.608,"Desktop Retargeting"
6,2017-07-09,19543,1771,9,0,0,14.168,"Mobile Web Retargeting"
1,2017-07-09,19548,18312,67,14,1068.59,102.2948,"Desktop Retargeting"
6,2017-07-09,19548,5339,23,1,115.87,35.709,"Mobile Web Retargeting"
1,2017-07-09,19549,5580,63,0,0,44.64,"Desktop Retargeting"
1,2017-07-09,19550,22440,57,11,939.01,169.7619,"Desktop Retargeting"
6,2017-07-09,19550,2657,7,1,124.85,19.3791,"Mobile Web Retargeting"
3,2017-07-09,19551,120613,49,0,0,361.839,"Desktop Prospecting"
1,2017-07-09,19552,1562,10,1,101.9,7.0547,"Desktop Retargeting"
1,2017-07-09,19557,14278,54,2,239.91,111.2371,"Desktop Retargeting"
6,2017-07-09,19557,9416,16,0,0,61.8863,"Mobile Web Retargeting"
1,2017-07-09,19558,11885,4,2,115.76,118.85,"Desktop Retargeting"
1,2017-07-09,19571,11149,21,3,62.93,89.192,"Desktop Retargeting"
1,2017-07-09,19590,3706,21,0,0,37.06,"Desktop Retargeting"
1,2017-07-09,19595,9996,12,0,0,86.967,"Desktop Retargeting"
6,2017-07-09,19595,1973,4,0,0,19.73,"Mobile Web Retargeting"
1,2017-07-09,19632,4272,41,2,423.84,42.72,"Desktop Retargeting"
1,2017-07-09,19640,70101,216,14,1306.48,458.0514,"Desktop Retargeting"
6,2017-07-09,19640,17314,39,4,198.11,118.9388,"Mobile Web Retargeting"
5,2017-07-09,12697,86031,200,2,251.86,167.6001,"Facebook Retargeting"
5,2017-07-09,12719,7222,30,0,0,14.153,"Facebook Retargeting"
5,2017-07-09,12802,4458,4,0,0,9.4355,"Facebook Retargeting"
5,2017-07-09,12811,13457,26,0,0,9.1649,"Facebook Retargeting"
5,2017-07-09,12900,80028,1543,1,519.99,99.6707,"Facebook Retargeting"
5,2017-07-09,12912,27253,32,0,0,84.0471,"Facebook Retargeting"
5,2017-07-09,12923,79292,349,6,1870.5,409.2471,"Facebook Retargeting"
1,2017-07-09,13777,4773,16,0,0,27.6834,"Desktop Retargeting"
1,2017-07-09,13819,15927,25,9,0,47.781,"Desktop Retargeting"
1,2017-07-09,13821,7868,5,0,0,35.9055,"Desktop Retargeting"
1,2017-07-09,13936,7838,155,239,239,47.028,"Desktop Retargeting"
1,2017-07-09,13945,1406,8,0,0,10.9789,"Desktop Retargeting"
1,2017-07-09,14012,40207,27,7,1569.46,321.656,"Desktop Retargeting"
1,2017-07-09,14153,25565,15,1,49,166.1725,"Desktop Retargeting"
3,2017-07-09,14153,113584,91,0,0,567.92,"Desktop Prospecting"
6,2017-07-09,14153,4965,4,0,0,32.2725,"Mobile Web Retargeting"
1,2017-07-09,14265,16219,15,1,102.92,71.95,"Desktop Retargeting"
6,2017-07-09,14265,2169,1,0,0,12.4,"Mobile Web Retargeting"
1,2017-07-09,14375,13360,16,0,0,67.29,"Desktop Retargeting"
1,2017-07-09,14657,5636,7,0,0,30.0356,"Desktop Retargeting"
1,2017-07-09,14674,5924,5,0,0,47.392,"Desktop Retargeting"
1,2017-07-09,15175,30625,59,0,0,306.25,"Desktop Retargeting"
1,2017-07-09,15189,227843,105,0,0,1173.6115,"Desktop Retargeting"
6,2017-07-09,15189,3252,9,0,0,16.26,"Mobile Web Retargeting"
1,2017-07-09,15471,36239,141,0,0,453.7136,"Desktop Retargeting"
1,2017-07-09,15663,16409,17,0,0,73.5,"Desktop Retargeting"
1,2017-07-09,15710,985,2,0,0,8.865,"Desktop Retargeting"
6,2017-07-09,15710,1095,2,0,0,10.036,"Mobile Web Retargeting"
1,2017-07-09,12425,14959,22,1,31.95,55.5995,"Desktop Retargeting"
6,2017-07-09,12425,13427,10,2,144.75,56.168,"Mobile Web Retargeting"
1,2017-07-09,12426,5633,45,1,191.8,22.093,"Desktop Retargeting"
6,2017-07-09,12426,40,1,0,0,0.14,"Mobile Web Retargeting"
1,2017-07-09,12435,179037,51,0,0,895.185,"Desktop Retargeting"
1,2017-07-09,12437,6033,7,0,0,27.3205,"Desktop Retargeting"
1,2017-07-09,12452,13231,76,2,906,89.4901,"Desktop Retargeting"
1,2017-07-09,12464,62484,72,0,0,218.694,"Desktop Retargeting"
3,2017-07-09,12464,82971,132,0,0,290.3985,"Desktop Prospecting"
1,2017-07-09,12509,3088,15,0,0,13.7805,"Desktop Retargeting"
1,2017-07-09,12517,1516,16,0,0,7.2428,"Desktop Retargeting"
1,2017-07-09,12524,59280,38,7,1108.32,321.663,"Desktop Retargeting"
6,2017-07-09,12524,14026,19,0,0,84.156,"Mobile Web Retargeting"
1,2017-07-09,12536,227,13,0,0,0.803,"Desktop Retargeting"
6,2017-07-09,12536,682,2,0,0,2.438,"Mobile Web Retargeting"
1,2017-07-09,12540,15771,39,4,113.93,65.9889,"Desktop Retargeting"
6,2017-07-09,12540,3682,5,1,20.69,16.4405,"Mobile Web Retargeting"
1,2017-07-09,12543,18401,23,1,509.99,78.232,"Desktop Retargeting"
1,2017-07-09,12552,20685,59,5,1323,96.646,"Desktop Retargeting"
1,2017-07-09,12566,193869,148,2,379.08,1007.487,"Desktop Retargeting"
1,2017-07-09,12912,234982,131,1,229,859.427,"Desktop Retargeting"
1,2017-07-09,12915,20929,22,0,0,209.29,"Desktop Retargeting"
6,2017-07-09,12915,3000,3,0,0,30.774,"Mobile Web Retargeting"
1,2017-07-09,12923,148845,152,8,2892,855.866,"Desktop Retargeting"
1,2017-07-09,12927,50950,54,2,316,280.225,"Desktop Retargeting"
6,2017-07-09,12927,12809,24,0,0,60.373,"Mobile Web Retargeting"
1,2017-07-09,12928,5119,7,4,1902.33,40.952,"Desktop Retargeting"
6,2017-07-09,12928,5911,15,2,1146.98,47.288,"Mobile Web Retargeting"
1,2017-07-09,12931,195041,139,27,2286.89,780.164,"Desktop Retargeting"
6,2017-07-09,12931,33263,62,4,297.96,133.052,"Mobile Web Retargeting"
1,2017-07-09,12937,11606,23,0,0,116.06,"Desktop Retargeting"
6,2017-07-09,12937,4146,10,0,0,41.46,"Mobile Web Retargeting"
1,2017-07-09,12939,4286,6,0,0,36.0024,"Desktop Retargeting"
6,2017-07-09,12939,2770,7,0,0,26.038,"Mobile Web Retargeting"
1,2017-07-09,12954,24500,71,8,787.84,152.556,"Desktop Retargeting"
6,2017-07-09,12954,38332,79,4,194.89,229.992,"Mobile Web Retargeting"
1,2017-07-09,12961,55845,71,5,186.78,335.07,"Desktop Retargeting"
3,2017-07-09,12961,69823,31,3,27,279.292,"Desktop Prospecting"
6,2017-07-09,12961,35655,44,0,0,213.93,"Mobile Web Retargeting"
1,2017-07-09,11938,26314,39,1,364,172.3378,"Desktop Retargeting"
1,2017-07-09,11949,20603,18,0,0,132.5662,"Desktop Retargeting"
1,2017-07-09,11964,67238,99,22,3380.36,547.733,"Desktop Retargeting"
6,2017-07-09,11964,49074,100,20,3066.17,375.9596,"Mobile Web Retargeting"
1,2017-07-09,11968,99806,1955,0,0,649.7703,"Desktop Retargeting"
1,2017-07-09,11974,14296,22,0,0,71.48,"Desktop Retargeting"
6,2017-07-09,11974,34550,36,0,0,172.75,"Mobile Web Retargeting"
1,2017-07-09,11993,4020,20,5,353.99,14.559,"Desktop Retargeting"
1,2017-07-09,11995,22738,15,0,0,153.1933,"Desktop Retargeting"
1,2017-07-09,12018,106857,78,7,686.15,534.285,"Desktop Retargeting"
1,2017-07-09,12026,9890,26,0,0,59.34,"Desktop Retargeting"
1,2017-07-09,12028,15114,14,0,0,90.684,"Desktop Retargeting"
1,2017-07-09,12032,12,2,0,0,0.072,"Desktop Retargeting"
6,2017-07-09,12032,25,10,0,0,0.15,"Mobile Web Retargeting"
1,2017-07-09,12037,18462,23,0,0,99.3218,"Desktop Retargeting"
6,2017-07-09,12037,902,1,0,0,4.51,"Mobile Web Retargeting"
1,2017-07-09,12038,2142,9,0,0,12.852,"Desktop Retargeting"
1,2017-07-09,12061,59251,51,7,192.12,292.873,"Desktop Retargeting"
1,2017-07-09,12069,33166,53,7,604.34,238.0513,"Desktop Retargeting"
1,2017-07-09,20502,10164,16,0,0,92.3525,"Desktop Retargeting"
1,2017-07-09,20503,13833,5,0,0,110.664,"Desktop Retargeting"
1,2017-07-09,20544,10906,3,0,0,88.754,"Desktop Retargeting"
1,2017-07-09,20648,7913,8,0,0,79.13,"Desktop Retargeting"
6,2017-07-09,20648,17635,24,0,0,176.35,"Mobile Web Retargeting"
1,2017-07-09,20654,4348,7,0,0,34.784,"Desktop Retargeting"
6,2017-07-09,20654,9474,17,0,0,75.792,"Mobile Web Retargeting"
1,2017-07-09,20713,544,3,0,0,4.352,"Desktop Retargeting"
3,2017-07-09,20729,233444,237,0,0,1870.8947,"Desktop Prospecting"
5,2017-07-09,9051,6556,4,0,0,9.2707,"Facebook Retargeting"
1,2017-07-09,9380,6355,13,1,141.61,19.065,"Desktop Retargeting"
1,2017-07-09,9393,25642,46,5,191.16,88.9317,"Desktop Retargeting"
6,2017-07-09,9393,752,1,0,0,2.6091,"Mobile Web Retargeting"
1,2017-07-09,9405,48198,176,33,3757.73,348.2832,"Desktop Retargeting"
6,2017-07-09,9405,7403,29,4,783.84,36.9891,"Mobile Web Retargeting"
1,2017-07-09,9458,3663,3,0,0,21.978,"Desktop Retargeting"
1,2017-07-09,9492,69264,118,4,664.54,505.0157,"Desktop Retargeting"
1,2017-07-09,9495,20149,107,2,649.98,143.6493,"Desktop Retargeting"
6,2017-07-09,9495,4302,5,0,0,18.3629,"Mobile Web Retargeting"
1,2017-07-09,9656,78551,46,0,0,446.4748,"Desktop Retargeting"
3,2017-07-09,9656,76384,58,0,0,441.8161,"Desktop Prospecting"
1,2017-07-09,9698,467356,274,12,1579.02,3563.6673,"Desktop Retargeting"
3,2017-07-09,9698,170138,103,0,0,1151.1471,"Desktop Prospecting"
6,2017-07-09,9698,58138,64,1,69,504.3824,"Mobile Web Retargeting"
1,2017-07-09,9841,29275,41,1,299.95,85.1654,"Desktop Retargeting"
5,2017-07-09,11424,18993,26,0,0,32.7529,"Facebook Retargeting"
5,2017-07-09,11479,2014,4,0,0,10.1764,"Facebook Retargeting"
5,2017-07-09,11500,61088,33,129,0,211.5767,"Facebook Retargeting"
7,2017-07-09,11500,6260,20,193,0,73.6001,"Facebook Prospecting"
8,2017-07-09,11500,6022,11,272,0,34.5648,"Instagram Prospecting"
5,2017-07-09,11568,35803,17,2,37.9,80.7295,"Facebook Retargeting"
1,2017-07-09,15756,18765,2,0,0,112.59,"Desktop Retargeting"
1,2017-07-09,15766,41490,42,2,237.94,208.614,"Desktop Retargeting"
6,2017-07-09,15766,16926,17,0,0,84.63,"Mobile Web Retargeting"
1,2017-07-09,15777,15660,4,0,0,66.5598,"Desktop Retargeting"
1,2017-07-09,15857,86490,51,7,909.99,311.5294,"Desktop Retargeting"
6,2017-07-09,15857,48137,51,3,748.79,101.4726,"Mobile Web Retargeting"
1,2017-07-09,16087,10168,29,3,354.6,50.84,"Desktop Retargeting"
1,2017-07-09,16236,16083,11,0,0,82.517,"Desktop Retargeting"
1,2017-07-09,16267,26654,5,0,0,133.27,"Desktop Retargeting"
1,2017-07-09,16484,52376,30,0,0,150.1295,"Desktop Retargeting"
6,2017-07-09,16484,12789,20,0,0,53.91,"Mobile Web Retargeting"
1,2017-07-09,16487,17515,13,1,19.97,78.8175,"Desktop Retargeting"
6,2017-07-09,16487,12296,8,0,0,61.719,"Mobile Web Retargeting"
1,2017-07-09,16620,37900,31,1,159.9,265.3,"Desktop Retargeting"
6,2017-07-09,16620,11687,22,0,0,81.809,"Mobile Web Retargeting"
1,2017-07-09,17250,11734,37,1,392.94,54.086,"Desktop Retargeting"
1,2017-07-09,17675,14562,15,0,0,58.248,"Desktop Retargeting"
1,2017-07-09,17946,6931,5,0,0,71.7558,"Desktop Retargeting"
1,2017-07-09,18080,25362,91,3,510.21,268.484,"Desktop Retargeting"
6,2017-07-09,11391,11536,12,1,0,28.84,"Mobile Web Retargeting"
1,2017-07-09,11404,28815,27,0,0,172.89,"Desktop Retargeting"
1,2017-07-09,11406,364,6,0,0,1.82,"Desktop Retargeting"
3,2017-07-09,11406,32829,315,0,0,114.9015,"Desktop Prospecting"
1,2017-07-09,11408,2481,4,0,0,9.924,"Desktop Retargeting"
1,2017-07-09,11424,13832,32,0,0,52.7415,"Desktop Retargeting"
6,2017-07-09,11424,3185,3,0,0,12.74,"Mobile Web Retargeting"
1,2017-07-09,11460,11309,11,0,0,73.5085,"Desktop Retargeting"
1,2017-07-09,11461,11902,9,1,158,65.461,"Desktop Retargeting"
6,2017-07-09,11461,4502,12,0,0,24.761,"Mobile Web Retargeting"
1,2017-07-09,11479,15790,24,0,0,61.602,"Desktop Retargeting"
1,2017-07-09,11500,50739,104,3639,0,298.208,"Desktop Retargeting"
3,2017-07-09,11500,122011,46,0,0,732.066,"Desktop Prospecting"
6,2017-07-09,11500,48692,119,1559,0,247.8395,"Mobile Web Retargeting"
1,2017-07-09,11504,42123,150,0,0,136.9033,"Desktop Retargeting"
1,2017-07-09,11517,136243,80,2,426.75,1089.944,"Desktop Retargeting"
3,2017-07-09,11517,153082,219,0,0,918.492,"Desktop Prospecting"
1,2017-07-09,11546,21376,24,2,238.03,64.128,"Desktop Retargeting"
1,2017-07-09,11561,30121,23,1,0,105.4235,"Desktop Retargeting"
1,2017-07-09,11568,8417,19,0,0,34.4035,"Desktop Retargeting"
6,2017-07-09,11568,13710,17,0,0,55.914,"Mobile Web Retargeting"
5,2017-07-09,12339,67031,208,5,747.07,94.7412,"Facebook Retargeting"
7,2017-07-09,12347,10636,23,0,0,102.1057,"Facebook Prospecting"
8,2017-07-09,12347,4667,4,0,0,68.2236,"Instagram Prospecting"
5,2017-07-09,12372,23018,26,0,0,35.859,"Facebook Retargeting"
5,2017-07-09,12373,33933,32,0,0,49.3531,"Facebook Retargeting"
7,2017-07-09,12373,41109,10,0,0,180.5528,"Facebook Prospecting"
5,2017-07-09,12389,132329,82,1,700,361.5059,"Facebook Retargeting"
5,2017-07-09,19801,9788,118,3,2152.34,68.3412,"Facebook Retargeting"
5,2017-07-09,19807,21778,135,26,1230.8,51.5928,"Facebook Retargeting"
5,2017-07-09,19808,81275,210,27,1637.27,226.2245,"Facebook Retargeting"
5,2017-07-09,19811,18318,38,4,321.19,41.7979,"Facebook Retargeting"
5,2017-07-09,19840,18555,13,0,0,13.8471,"Facebook Retargeting"
1,2017-07-09,19691,1063,4,0,0,4.252,"Desktop Retargeting"
1,2017-07-09,19703,57039,224,13,908.88,741.507,"Desktop Retargeting"
6,2017-07-09,19703,16737,68,7,517.23,217.581,"Mobile Web Retargeting"
1,2017-07-09,19749,77796,759,0,0,235.6088,"Desktop Retargeting"
1,2017-07-09,19752,3124,3,0,0,28.116,"Desktop Retargeting"
6,2017-07-09,19752,8206,28,1,8720,73.854,"Mobile Web Retargeting"
1,2017-07-09,19761,13695,10,0,0,58.2082,"Desktop Retargeting"
6,2017-07-09,19761,1521,1,1,58.05,6.4679,"Mobile Web Retargeting"
1,2017-07-09,19801,14680,14,0,0,146.8,"Desktop Retargeting"
6,2017-07-09,19801,5716,13,0,0,57.16,"Mobile Web Retargeting"
1,2017-07-09,19807,66542,308,52,4297.09,349.375,"Desktop Retargeting"
6,2017-07-09,19807,26423,85,7,282.86,145.9021,"Mobile Web Retargeting"
1,2017-09-18,9051,16,0,0,0,0.102,"Desktop Retargeting"
1,2017-07-09,12965,33237,25,2,116,131.88,"Desktop Retargeting"
6,2017-07-09,12965,15070,25,0,0,72.2375,"Mobile Web Retargeting"
1,2017-07-09,12971,25238,22,0,0,94.6511,"Desktop Retargeting"
3,2017-07-09,12971,92496,56,0,0,346.8667,"Desktop Prospecting"
6,2017-07-09,12971,16336,27,0,0,61.2623,"Mobile Web Retargeting"
1,2017-07-09,12975,9343,14,0,0,32.7005,"Desktop Retargeting"
3,2017-07-09,12975,74917,25,0,0,299.668,"Desktop Prospecting"
1,2017-07-09,12977,74800,42,3,138,305.3198,"Desktop Retargeting"
6,2017-07-09,12977,33604,57,0,0,199.9358,"Mobile Web Retargeting"
1,2017-07-09,13010,16482,35,0,0,69.3575,"Desktop Retargeting"
1,2017-07-09,13030,76169,75,3,695.76,457.014,"Desktop Retargeting"
3,2017-07-09,13030,98629,71,0,0,542.4595,"Desktop Prospecting"
1,2017-07-09,13031,4033,6,0,0,32.264,"Desktop Retargeting"
1,2017-07-09,13050,44680,22,0,0,357.44,"Desktop Retargeting"
1,2017-07-09,13060,2700,8,0,0,13.8735,"Desktop Retargeting"
1,2017-07-09,13063,30361,13,1,865.26,91.083,"Desktop Retargeting"
6,2017-07-09,13063,9622,35,0,0,38.488,"Mobile Web Retargeting"
1,2017-07-09,13068,8693,37,1,8,69.544,"Desktop Retargeting"
6,2017-07-09,13068,9810,40,0,0,78.48,"Mobile Web Retargeting"
1,2017-07-09,13069,10428,15,0,0,50.7435,"Desktop Retargeting"
1,2017-08-13,11738,176861,158,2,0,884.305,"Desktop Retargeting"
5,2017-07-09,12927,50667,360,6,3875.65,173.2352,"Facebook Retargeting"
5,2017-07-09,12965,36268,101,5,1047,64.447,"Facebook Retargeting"
5,2017-07-09,12971,8175,9,0,0,24.1412,"Facebook Retargeting"
5,2017-07-09,13116,7475,27,0,0,32.1411,"Facebook Retargeting"
5,2017-07-09,13134,16543,9,0,0,29.412,"Facebook Retargeting"
6,2017-07-09,12566,17831,29,1,137.65,89.155,"Mobile Web Retargeting"
1,2017-07-09,12569,42661,50,0,0,213.305,"Desktop Retargeting"
6,2017-07-09,12569,26045,31,0,0,130.225,"Mobile Web Retargeting"
1,2017-07-09,12576,57331,47,5,1145.4,286.655,"Desktop Retargeting"
6,2017-07-09,12576,10113,15,1,202.8,50.565,"Mobile Web Retargeting"
1,2017-07-09,12581,6279,15,1,425.09,25.116,"Desktop Retargeting"
1,2017-07-09,12586,155509,232,21,1594.92,969.4355,"Desktop Retargeting"
